inventory_key,store_key,product_key,stock_status,qty_on_hand,stocks_selling_amount,cost_of_stocks,sales_date,forecast_demand_7d,forecast_daily_demand,rolling_std_30,rolling_mean_30,demand_cv_30,safety_stock,lead_time_demand,reorder_point,days_of_inventory,inventory_gap,inventory_risk,recommended_action,recommended_reorder_qty,inventory_value,inventory_value_at_risk,product_no,product_description,product_division,product_category,product_subcategory,product_segment,store,store_type,abc_class,forecast_available,priority_score,business_priority
22398,36,39,Full Price,13.0,1170.0,592.06,2026-04-03,0.5698251580064891,0.081403594000927,0.3051285766293646,0.1,3.0512857662936463,1.3320356472396826,0.5698251580064891,1.901860805246172,159.69810865908397,11.098139194753829,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,592.06,0.0,PROD-100804,PROD-102576 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,STR-1163,Retail Storefront,A,YES,40,P3 - MEDIUM
218650,8,48,Full Price,13.0,1170.0,592.03,2026-03-07,0.7541297002780678,0.1077328143254382,0.3790490217894517,0.1666666666666666,2.2742941307367106,1.6547345864893677,0.7541297002780678,2.4088642867674355,120.66889815696938,10.591135713232564,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,592.03,0.0,PROD-100813,PROD-100959 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1006,Retail Storefront,A,YES,40,P3 - MEDIUM
105270,29,48,Full Price,13.0,1170.0,591.8,2026-04-17,0.1531497362661938,0.0218785337523134,0.0,0.0,0.0,0.0,0.1531497362661938,0.1531497362661938,594.1897271166719,12.846850263733806,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,591.8,0.0,PROD-100813,PROD-100959 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1350,Retail Storefront,A,YES,40,P3 - MEDIUM
244379,31,48,Full Price,13.0,1170.0,591.71,2026-03-24,0.2113218734259851,0.030188839060855,0.0,0.0,0.0,0.0,0.2113218734259851,0.2113218734259851,430.6227203303329,12.788678126574014,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,591.71,0.0,PROD-100813,PROD-100959 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1085,Retail Storefront,A,YES,40,P3 - MEDIUM
34516,17,9,Full Price,10.0,1200.0,590.32,2025-11-27,0.0869262956490357,0.0124180422355765,0.0,0.0,0.0,0.0,0.0869262956490357,0.0869262956490357,805.2799153276297,9.913073704350964,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,590.32,0.0,PROD-100356,PROD-164492 SEG-515310 Femme Footwear Court Casual Zephyr,Femme Footwear,Femme Footwear Court Casual,Femme Footwear Court Casual Zephyr,SEG-515310 Femme Footwear Court Casual Zephyr,STR-1198,Retail Storefront,A,YES,40,P3 - MEDIUM
147731,25,1271,Full Price,10.0,1250.0,582.96,2026-03-10,0.133249745915322,0.0190356779879031,0.0,0.0,0.0,0.0,0.133249745915322,0.133249745915322,525.3293319184552,9.866750254084678,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,582.96,0.0,PROD-168540,PROD-187339 SEG-520074 Femme Footwear Boot Collection Plushfoot,Femme Footwear,Femme Footwear Boot Collection,Femme Footwear Boot Collection Plushfoot,SEG-520074 Femme Footwear Boot Collection Plushfoot,STR-1026,Retail Storefront,A,YES,40,P3 - MEDIUM
136326,17,20,Full Price,12.0,1104.0,560.99,2026-02-12,0.1909184702637561,0.0272740671805365,0.1825741858350553,0.0333333333333333,5.477225575051661,0.7970257210404188,0.1909184702637561,0.9879441913041748,439.97838388267513,11.012055808695823,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,560.99,0.0,PROD-100437,PROD-164667 SEG-515333 Scholar Footwear Court Casual Zephyr,Scholar Footwear,Scholar Footwear Court Casual,Scholar Footwear Court Casual Zephyr,SEG-515333 Scholar Footwear Court Casual Zephyr,STR-1198,Retail Storefront,A,YES,40,P3 - MEDIUM
123884,39,66,Full Price,10.0,1300.0,557.91,2026-02-18,0.1038101132908491,0.014830016184407,0.0,0.0,0.0,0.0,0.1038101132908491,0.1038101132908491,674.3080975538297,9.89618988670915,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,557.91,0.0,PROD-104233,PROD-124865 SEG-505231 Scholar Footwear Boot Collection Plushfoot,Scholar Footwear,Scholar Footwear Boot Collection,Scholar Footwear Boot Collection Plushfoot,SEG-505231 Scholar Footwear Boot Collection Plushfoot,STR-1222,Retail Storefront,A,YES,40,P3 - MEDIUM
41780,19,285,Full Price,11.0,1320.0,556.6,2026-01-30,0.0534045314480668,0.0076292187782952,0.0,0.0,0.0,0.0,0.0534045314480668,0.0534045314480668,1441.825214305616,10.946595468551934,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,556.6,0.0,PROD-140879,PROD-100422 SEG-500063 Scholar Footwear Boot Collection Woodland,Scholar Footwear,Scholar Footwear Boot Collection,Scholar Footwear Boot Collection Woodland,SEG-500063 Scholar Footwear Boot Collection Woodland,STR-1253,Retail Storefront,A,YES,40,P3 - MEDIUM
100454,19,21,Full Price,12.0,1104.0,556.55,2025-10-22,0.1546752601219605,0.0220964657317086,0.1825741858350553,0.0333333333333333,5.477225575051661,0.7970257210404188,0.1546752601219605,0.9517009811623792,543.0732745092299,11.04829901883762,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,556.55,0.0,PROD-100438,PROD-164666 SEG-515333 Scholar Footwear Court Casual Zephyr,Scholar Footwear,Scholar Footwear Court Casual,Scholar Footwear Court Casual Zephyr,SEG-515333 Scholar Footwear Court Casual Zephyr,STR-1253,Retail Storefront,A,YES,40,P3 - MEDIUM
246865,22,22,Full Price,12.0,1104.0,555.9,2026-01-30,0.1702607574078066,0.0243229653439723,0.1825741858350553,0.0333333333333333,5.477225575051661,0.7970257210404188,0.1702607574078066,0.9672864784482254,493.3608970081354,11.032713521551775,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,555.9,0.0,PROD-100439,PROD-164668 SEG-515333 Scholar Footwear Court Casual Zephyr,Scholar Footwear,Scholar Footwear Court Casual,Scholar Footwear Court Casual Zephyr,SEG-515333 Scholar Footwear Court Casual Zephyr,STR-1369,Retail Storefront,A,YES,40,P3 - MEDIUM
111661,18,48,Full Price,12.0,1080.0,547.55,2026-03-21,0.8436638626674533,0.1205234089524933,0.3790490217894517,0.1666666666666666,2.2742941307367106,1.6547345864893677,0.8436638626674533,2.498398449156821,99.5657200895308,9.50160155084318,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,547.55,0.0,PROD-100813,PROD-100959 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1044,Retail Storefront,A,YES,40,P3 - MEDIUM
158064,7,39,Full Price,12.0,1080.0,546.54,2026-03-30,0.3424262952125937,0.0489180421732276,0.0,0.0,0.0,0.0,0.3424262952125937,0.3424262952125937,245.3082639224566,11.657573704787406,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,546.54,0.0,PROD-100804,PROD-102576 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,STR-1148,Retail Storefront,A,YES,40,P3 - MEDIUM
6556,10,1271,Full Price,9.0,1125.0,524.7,2026-02-06,0.2055935765714643,0.0293705109387806,0.1825741858350554,0.0333333333333333,5.477225575051662,0.7970257210404194,0.2055935765714643,1.0026192976118835,306.4298070523677,7.997380702388116,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,524.7,0.0,PROD-168540,PROD-187339 SEG-520074 Femme Footwear Boot Collection Plushfoot,Femme Footwear,Femme Footwear Boot Collection,Femme Footwear Boot Collection Plushfoot,SEG-520074 Femme Footwear Boot Collection Plushfoot,STR-1194,Retail Storefront,A,YES,40,P3 - MEDIUM
242081,17,22,Full Price,11.0,1012.0,514.26,2026-04-02,0.3251461417667159,0.0464494488238165,0.1825741858350553,0.0333333333333333,5.477225575051661,0.7970257210404188,0.3251461417667159,1.1221718628071349,236.8165883242912,9.877828137192864,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,514.26,0.0,PROD-100439,PROD-164668 SEG-515333 Scholar Footwear Court Casual Zephyr,Scholar Footwear,Scholar Footwear Court Casual,Scholar Footwear Court Casual Zephyr,SEG-515333 Scholar Footwear Court Casual Zephyr,STR-1198,Retail Storefront,A,YES,40,P3 - MEDIUM
33783,6,22,Full Price,11.0,1012.0,510.71,2026-01-11,0.1946166554752962,0.0278023793536137,0.2537081317024623,0.0666666666666666,3.805621975536936,1.1075602264312367,0.1946166554752962,1.302176881906533,395.6495902776113,9.697823118093469,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,510.71,0.0,PROD-100439,PROD-164668 SEG-515333 Scholar Footwear Court Casual Zephyr,Scholar Footwear,Scholar Footwear Court Casual,Scholar Footwear Court Casual Zephyr,SEG-515333 Scholar Footwear Court Casual Zephyr,STR-1338,Retail Storefront,A,YES,40,P3 - MEDIUM
112053,5,22,Full Price,11.0,1012.0,510.32,2025-11-29,0.0987888603640178,0.0141126943377168,0.0,0.0,0.0,0.0,0.0987888603640178,0.0987888603640178,779.4401080877936,10.901211139635985,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,510.32,0.0,PROD-100439,PROD-164668 SEG-515333 Scholar Footwear Court Casual Zephyr,Scholar Footwear,Scholar Footwear Court Casual,Scholar Footwear Court Casual Zephyr,SEG-515333 Scholar Footwear Court Casual Zephyr,STR-1344,Retail Storefront,A,YES,40,P3 - MEDIUM
18692,18,164,Full Price,6.0,1020.0,508.8,2026-03-21,0.1024907022211852,0.0146415288887407,0.1825741858350553,0.0333333333333333,5.477225575051661,0.7970257210404188,0.1024907022211852,0.899516423261604,409.7932699237419,5.100483576738396,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,508.8,0.0,PROD-124438,PROD-154322 SEG-512711 Femme Footwear Trailblazer Zephyr,Femme Footwear,Femme Footwear Trailblazer,Femme Footwear Trailblazer Zephyr,SEG-512711 Femme Footwear Trailblazer Zephyr,STR-1044,Retail Storefront,A,YES,40,P3 - MEDIUM
190081,9,21,Full Price,11.0,1012.0,508.04,2025-11-18,0.0964034689727788,0.0137719241389684,0.0,0.0,0.0,0.0,0.0964034689727788,0.0964034689727788,798.7264443952972,10.90359653102722,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,508.04,0.0,PROD-100438,PROD-164666 SEG-515333 Scholar Footwear Court Casual Zephyr,Scholar Footwear,Scholar Footwear Court Casual,Scholar Footwear Court Casual Zephyr,SEG-515333 Scholar Footwear Court Casual Zephyr,STR-1074,Retail Storefront,A,YES,40,P3 - MEDIUM
29647,35,67,Full Price,9.0,1170.0,505.26,2026-01-24,0.0631422068613202,0.0090203152659028,0.0,0.0,0.0,0.0,0.0631422068613202,0.0631422068613202,997.7478319433372,8.93685779313868,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,505.26,0.0,PROD-104234,PROD-124866 SEG-505231 Scholar Footwear Boot Collection Plushfoot,Scholar Footwear,Scholar Footwear Boot Collection,Scholar Footwear Boot Collection Plushfoot,SEG-505231 Scholar Footwear Boot Collection Plushfoot,STR-1219,Retail Storefront,A,YES,40,P3 - MEDIUM
198592,37,66,Full Price,9.0,1170.0,504.93,2025-12-17,0.2649566441830576,0.0378509491690082,0.0,0.0,0.0,0.0,0.2649566441830576,0.2649566441830576,237.77475063608335,8.735043355816943,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,504.93,0.0,PROD-104233,PROD-124865 SEG-505231 Scholar Footwear Boot Collection Plushfoot,Scholar Footwear,Scholar Footwear Boot Collection,Scholar Footwear Boot Collection Plushfoot,SEG-505231 Scholar Footwear Boot Collection Plushfoot,STR-1353,Retail Storefront,A,YES,40,P3 - MEDIUM
101701,18,47,Full Price,11.0,990.0,503.44,2026-04-03,0.1304585117125731,0.0186369302446533,0.0,0.0,0.0,0.0,0.1304585117125731,0.1304585117125731,590.2259575798842,10.869541488287426,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,503.44,0.0,PROD-100812,PROD-100955 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1044,Retail Storefront,A,YES,40,P3 - MEDIUM
40935,38,67,Full Price,9.0,1170.0,503.36,2026-02-08,0.0862021933668667,0.0123145990524095,0.0,0.0,0.0,0.0,0.0862021933668667,0.0862021933668667,730.8398723902438,8.913797806633132,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,503.36,0.0,PROD-104234,PROD-124866 SEG-505231 Scholar Footwear Boot Collection Plushfoot,Scholar Footwear,Scholar Footwear Boot Collection,Scholar Footwear Boot Collection Plushfoot,SEG-505231 Scholar Footwear Boot Collection Plushfoot,STR-1335,Retail Storefront,A,YES,40,P3 - MEDIUM
105330,23,40,Full Price,11.0,990.0,501.29,2026-04-17,0.6511203098079534,0.0930171871154219,0.2537081317024623,0.0666666666666666,3.805621975536935,1.1075602264312367,0.6511203098079534,1.7586805362391902,118.25771495702688,9.24131946376081,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,501.29,0.0,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,STR-1149,Retail Storefront,A,YES,40,P3 - MEDIUM
239021,26,33,Full Price,11.0,990.0,501.1,2026-03-27,0.0956583606243708,0.0136654800891958,0.0,0.0,0.0,0.0,0.0956583606243708,0.0956583606243708,804.9479365673209,10.904341639375629,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,501.1,0.0,PROD-100798,PROD-102571 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,STR-1305,Retail Storefront,A,YES,40,P3 - MEDIUM
54647,29,38,Full Price,11.0,990.0,501.04,2026-04-11,0.3002320181326925,0.0428902883046703,0.2537081317024625,0.0666666666666666,3.805621975536938,1.1075602264312376,0.3002320181326925,1.4077922445639302,256.46831566768,9.59220775543607,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,501.04,0.0,PROD-100803,PROD-102577 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,STR-1350,Retail Storefront,A,YES,40,P3 - MEDIUM
3782,14,39,Full Price,11.0,990.0,500.95,2026-04-17,0.4840558257704236,0.0691508322529176,0.3457459036417605,0.1333333333333333,2.593094277313204,1.509350168461409,0.4840558257704236,1.9934059942318327,159.07256126387227,9.006594005768168,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,500.95,0.0,PROD-100804,PROD-102576 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,STR-1082,Retail Storefront,A,YES,40,P3 - MEDIUM
66952,30,46,Full Price,11.0,990.0,500.94,2026-04-03,0.17694506315991,0.0252778661657014,0.1825741858350554,0.0333333333333333,5.477225575051662,0.7970257210404194,0.17694506315991,0.9739707842003296,435.16331354445873,10.02602921579967,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,500.94,0.0,PROD-100811,PROD-100957 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1094,Retail Storefront,A,YES,40,P3 - MEDIUM
84257,27,38,Full Price,11.0,990.0,500.87,2026-03-28,0.4934638462293699,0.0704948351756242,0.3051285766293646,0.1,3.0512857662936463,1.3320356472396826,0.49346384622937,1.8254994934690525,156.0398002576447,9.174500506530949,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,500.87,0.0,PROD-100803,PROD-102577 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,STR-1234,Retail Storefront,A,YES,40,P3 - MEDIUM
17472,3,46,Full Price,11.0,990.0,500.74,2026-03-02,0.1894627862250975,0.027066112317871,0.1825741858350553,0.0333333333333333,5.477225575051661,0.7970257210404188,0.1894627862250975,0.9864885072655164,406.412264562169,10.013511492734484,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,500.74,0.0,PROD-100811,PROD-100957 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1145,Retail Storefront,A,YES,40,P3 - MEDIUM
77135,8,46,Full Price,11.0,990.0,500.69,2026-04-01,0.243339218631128,0.0347627455187325,0.2537081317024625,0.0666666666666666,3.805621975536938,1.1075602264312376,0.243339218631128,1.3508994450623657,316.43070292225445,9.649100554937634,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,500.69,0.0,PROD-100811,PROD-100957 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1006,Retail Storefront,A,YES,40,P3 - MEDIUM
34547,37,48,Full Price,11.0,990.0,500.54,2026-03-26,0.237844261588807,0.0339777516555438,0.1825741858350553,0.0333333333333333,5.477225575051662,0.7970257210404188,0.237844261588807,1.0348699826292258,323.7412560876501,9.965130017370774,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,500.54,0.0,PROD-100813,PROD-100959 SEG-500123 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500123 Scholar Footwear Flight Classic Zephyr,STR-1353,Retail Storefront,A,YES,40,P3 - MEDIUM
146477,11,11,Full Price,8.0,960.0,472.18,2025-12-10,0.4790532992705828,0.0684361856100832,0.2537081317024623,0.0666666666666666,3.805621975536935,1.1075602264312367,0.4790532992705828,1.5866135257018197,116.897222261629,6.41338647429818,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,472.18,0.0,PROD-100358,PROD-164494 SEG-515310 Femme Footwear Court Casual Zephyr,Femme Footwear,Femme Footwear Court Casual,Femme Footwear Court Casual Zephyr,SEG-515310 Femme Footwear Court Casual Zephyr,STR-1010,Retail Storefront,A,YES,40,P3 - MEDIUM
71101,34,27,Full Price,8.0,920.0,469.04,2025-12-27,0.1038576689456407,0.0148368098493772,0.0,0.0,0.0,0.0,0.1038576689456407,0.1038576689456407,539.1994695096658,7.896142331054359,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,469.04,0.0,PROD-100451,PROD-100827 SEG-500112 Heritage Footwear Flight Classic Zephyr,Femme Footwear,Femme Footwear Flight Classic,Femme Footwear Flight Classic Varied,SEG-500112 Heritage Footwear Flight Classic Zephyr,STR-1237,Retail Storefront,A,YES,40,P3 - MEDIUM
184593,8,1264,Full Price,8.0,1000.0,466.38,2026-03-31,0.3215127129949044,0.0459303875707006,0.3651483716701106,0.0666666666666666,5.477225575051659,1.5940514420808376,0.3215127129949044,1.915564155075742,174.1766273512411,6.084435844924258,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,466.38,0.0,PROD-168533,PROD-187332 SEG-520073 Femme Footwear Boot Collection Plushfoot,Femme Footwear,Femme Footwear Boot Collection,Femme Footwear Boot Collection Plushfoot,SEG-520073 Femme Footwear Boot Collection Plushfoot,STR-1006,Retail Storefront,A,YES,40,P3 - MEDIUM
172867,11,1263,Full Price,8.0,1000.0,466.28,2026-04-16,0.1897658000647367,0.0271094000092481,0.1825741858350554,0.0333333333333333,5.477225575051662,0.7970257210404194,0.1897658000647367,0.986791521105156,295.10059231376863,7.013208478894844,EXCESS STOCK,REDUCE / REDISTRIBUTE STOCK,0.0,466.28,0.0,PROD-168532,PROD-187331 SEG-520073 Femme Footwear Boot Collection Plushfoot,Femme Footwear,Femme Footwear Boot Collection,Femme Footwear Boot Collection Plushfoot,SEG-520073 Femme Footwear Boot Collection Plushfoot,STR-1010,Retail Storefront,A,YES,40,P3 - MEDIUM
