inventory_key,store_key,product_key,stock_status,qty_on_hand,stocks_selling_amount,cost_of_stocks,sales_date,forecast_demand_7d,forecast_daily_demand,rolling_std_30,rolling_mean_30,demand_cv_30,safety_stock,lead_time_demand,reorder_point,days_of_inventory,inventory_gap,inventory_risk,recommended_action,recommended_reorder_qty,inventory_value,inventory_value_at_risk,product_no,product_description,product_division,product_category,product_subcategory,product_segment,store,store_type,abc_class,forecast_available,priority_score,business_priority
264560,13,2177,Full Price,0.0,0.0,47.23,2026-02-20,0.1918050730036115,0.0274007247148016,0.0,0.0,0.0,0.0,0.1918050730036115,0.1918050730036115,0.0,-0.1918050730036115,CRITICAL,URGENT REPLENISHMENT,1.0,47.23,47.23,PROD-183546,PROD-138274 SEG-508703 Scholar Footwear Modern Legend Summit,Scholar Footwear,Scholar Footwear Modern Legend,Scholar Footwear Modern Legend Summit,SEG-508703 Scholar Footwear Modern Legend Summit,STR-1080,Retail Storefront,A,YES,90,P1 - URGENT
78348,8,1581,Full Price,0.0,0.0,42.97,2025-10-02,0.1564813871708185,0.0223544838815455,0.2537081317024625,0.0666666666666666,3.805621975536938,1.1075602264312376,0.1564813871708185,1.2640416136020562,0.0,-1.2640416136020562,CRITICAL,URGENT REPLENISHMENT,2.0,42.97,42.97,PROD-170533,PROD-179963 SEG-518122 Scholar Footwear Trailblazer Varied,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Varied,SEG-518122 Scholar Footwear Trailblazer Varied,STR-1006,Retail Storefront,A,YES,90,P1 - URGENT
113514,24,2142,Full Price,0.0,0.0,34.54,2026-02-16,0.3978120019049363,0.0568302859864194,0.2537081317024624,0.0666666666666666,3.805621975536937,1.1075602264312372,0.3978120019049363,1.5053722283361737,0.0,-1.5053722283361737,CRITICAL,URGENT REPLENISHMENT,2.0,34.54,34.54,PROD-183446,PROD-114064 SEG-502516 Heritage Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-502516 Heritage Footwear Retro Legend Summit,STR-1109,Retail Storefront,A,YES,90,P1 - URGENT
25084,19,875,Full Price,0.0,0.0,32.56,2025-07-22,0.0336557337879772,0.004807961969711,0.1825741858350553,0.0333333333333333,5.477225575051659,0.7970257210404188,0.0336557337879772,0.8306814548283961,0.0,-0.8306814548283961,CRITICAL,URGENT REPLENISHMENT,1.0,32.56,32.56,PROD-160888,PROD-162671 SEG-514978 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-514978 Scholar Footwear Retro Legend Summit,STR-1253,Retail Storefront,A,YES,90,P1 - URGENT
11693,8,1582,Full Price,0.0,0.0,29.9,2025-10-12,0.1812587533840889,0.0258941076262984,0.1825741858350556,0.0333333333333333,5.477225575051668,0.7970257210404201,0.1812587533840889,0.978284474424509,0.0,-0.978284474424509,CRITICAL,URGENT REPLENISHMENT,1.0,29.9,29.9,PROD-170534,PROD-179964 SEG-518122 Scholar Footwear Trailblazer Varied,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Varied,SEG-518122 Scholar Footwear Trailblazer Varied,STR-1006,Retail Storefront,A,YES,90,P1 - URGENT
19112,28,874,Full Price,0.0,0.0,28.42,2025-07-31,0.2946342754690287,0.0420906107812898,0.2537081317024625,0.0666666666666666,3.805621975536938,1.1075602264312376,0.2946342754690287,1.4021945019002664,0.0,-1.4021945019002664,CRITICAL,URGENT REPLENISHMENT,2.0,28.42,28.42,PROD-160887,PROD-162666 SEG-514978 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-514978 Scholar Footwear Retro Legend Summit,STR-1235,Retail Storefront,A,YES,90,P1 - URGENT
50618,10,1584,Full Price,0.0,0.0,25.94,2025-12-09,0.1041289797977976,0.0148755685425425,0.0,0.0,0.0,0.0,0.1041289797977976,0.1041289797977976,0.0,-0.1041289797977976,CRITICAL,URGENT REPLENISHMENT,1.0,25.94,25.94,PROD-170536,PROD-179966 SEG-518122 Scholar Footwear Trailblazer Varied,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Varied,SEG-518122 Scholar Footwear Trailblazer Varied,STR-1194,Retail Storefront,A,YES,90,P1 - URGENT
172916,13,314,Full Price,0.0,0.0,23.17,2026-04-04,0.198386206249679,0.028340886607097,0.3051285766293646,0.1,3.0512857662936463,1.3320356472396826,0.198386206249679,1.5304218534893617,0.0,-1.5304218534893617,CRITICAL,URGENT REPLENISHMENT,2.0,23.17,23.17,PROD-143377,PROD-179676 SEG-518086 Femme Footwear Court Casual Trident,Femme Footwear,Femme Footwear Court Casual,Femme Footwear Court Casual Trident,SEG-518086 Femme Footwear Court Casual Trident,STR-1080,Retail Storefront,A,YES,90,P1 - URGENT
167912,6,872,Full Price,0.0,0.0,22.39,2025-11-21,0.0819382196733274,0.0117054599533324,0.0,0.0,0.0,0.0,0.0819382196733274,0.0819382196733274,0.0,-0.0819382196733274,CRITICAL,URGENT REPLENISHMENT,1.0,22.39,22.39,PROD-160885,PROD-162663 SEG-514978 Scholar Footwear Retro Legend Summit,Scholar Footwear,Scholar Footwear Retro Legend,Scholar Footwear Retro Legend Summit,SEG-514978 Scholar Footwear Retro Legend Summit,STR-1338,Retail Storefront,A,YES,90,P1 - URGENT
34823,7,140,Full Price,0.0,0.0,20.71,2025-09-05,0.1345696485071446,0.0192242355010206,0.2537081317024624,0.0666666666666666,3.805621975536937,1.1075602264312372,0.1345696485071446,1.2421298749383818,0.0,-1.2421298749383818,CRITICAL,URGENT REPLENISHMENT,2.0,20.71,20.71,PROD-123293,PROD-102561 SEG-500349 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Equilibrium,SEG-500349 Scholar Footwear Trailblazer Equilibrium,STR-1148,Retail Storefront,A,YES,90,P1 - URGENT
211583,11,599,Full Price,0.0,0.0,19.99,2025-09-26,0.0530657399868206,0.0075808199981172,0.0,0.0,0.0,0.0,0.0530657399868206,0.0530657399868206,0.0,-0.0530657399868206,CRITICAL,URGENT REPLENISHMENT,1.0,19.99,19.99,PROD-156688,PROD-103978 SEG-500562 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Equilibrium,SEG-500562 Scholar Footwear Trailblazer Equilibrium,STR-1010,Retail Storefront,A,YES,90,P1 - URGENT
17540,7,599,Full Price,0.0,0.0,19.96,2025-12-13,0.1338813708281419,0.0191259101183059,0.0,0.0,0.0,0.0,0.1338813708281419,0.1338813708281419,0.0,-0.1338813708281419,CRITICAL,URGENT REPLENISHMENT,1.0,19.96,19.96,PROD-156688,PROD-103978 SEG-500562 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Equilibrium,SEG-500562 Scholar Footwear Trailblazer Equilibrium,STR-1148,Retail Storefront,A,YES,90,P1 - URGENT
70998,33,496,Markdown Tier 2,0.0,0.0,18.82,2026-01-17,0.0463667995347921,0.0066238285049703,0.0,0.0,0.0,0.0,0.0463667995347921,0.0463667995347921,0.0,-0.0463667995347921,CRITICAL,URGENT REPLENISHMENT,1.0,18.82,18.82,PROD-152434,PROD-171774 SEG-516576 Scholar Footwear Hardcourt Zephyr,Scholar Footwear,Scholar Footwear Hardcourt,Scholar Footwear Hardcourt Zephyr,SEG-516576 Scholar Footwear Hardcourt Zephyr,STR-1255,Retail Storefront,A,YES,90,P1 - URGENT
198452,25,1367,Full Price,0.0,0.0,18.76,2025-11-18,0.0837502853273303,0.0119643264753329,0.1825741858350553,0.0333333333333333,5.477225575051661,0.7970257210404188,0.0837502853273303,0.8807760063677492,0.0,-0.8807760063677492,CRITICAL,URGENT REPLENISHMENT,1.0,18.76,18.76,PROD-168862,PROD-148709 SEG-511377 Femme Footwear Trailblazer Equilibrium,Femme Footwear,Femme Footwear Trailblazer,Femme Footwear Trailblazer Equilibrium,SEG-511377 Femme Footwear Trailblazer Equilibrium,STR-1026,Retail Storefront,A,YES,90,P1 - URGENT
7933,31,918,Full Price,0.0,0.0,17.37,2025-08-14,0.129015121176265,0.0184307315966092,0.0,0.0,0.0,0.0,0.129015121176265,0.129015121176265,0.0,-0.129015121176265,CRITICAL,URGENT REPLENISHMENT,1.0,17.37,17.37,PROD-161864,PROD-101707 SEG-500224 Scholar Footwear Sandals Varied,Scholar Footwear,Scholar Footwear Sandals,Scholar Footwear Sandals Varied,SEG-500224 Scholar Footwear Sandals Varied,STR-1085,Retail Storefront,A,YES,90,P1 - URGENT
232102,19,496,Full Price,0.0,0.0,16.24,2025-08-28,0.1166332970032138,0.0166618995718876,0.0,0.0,0.0,0.0,0.1166332970032138,0.1166332970032138,0.0,-0.1166332970032138,CRITICAL,URGENT REPLENISHMENT,1.0,16.24,16.24,PROD-152434,PROD-171774 SEG-516576 Scholar Footwear Hardcourt Zephyr,Scholar Footwear,Scholar Footwear Hardcourt,Scholar Footwear Hardcourt Zephyr,SEG-516576 Scholar Footwear Hardcourt Zephyr,STR-1253,Retail Storefront,A,YES,90,P1 - URGENT
221145,7,138,Full Price,0.0,0.0,15.96,2025-08-22,0.2426902126545142,0.0346700303792163,0.1825741858350553,0.0333333333333333,5.477225575051661,0.7970257210404188,0.2426902126545142,1.039715933694933,0.0,-1.039715933694933,CRITICAL,URGENT REPLENISHMENT,2.0,15.96,15.96,PROD-123291,PROD-102559 SEG-500349 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Equilibrium,SEG-500349 Scholar Footwear Trailblazer Equilibrium,STR-1148,Retail Storefront,A,YES,90,P1 - URGENT
123116,39,171,Full Price,0.0,0.0,15.18,2025-07-15,0.2868079353030021,0.0409725621861431,0.2537081317024624,0.0666666666666666,3.805621975536937,1.1075602264312372,0.2868079353030021,1.3943681617342394,0.0,-1.3943681617342394,CRITICAL,URGENT REPLENISHMENT,2.0,15.18,15.18,PROD-124597,PROD-100989 SEG-500125 Toddler Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500125 Toddler Footwear Flight Classic Zephyr,STR-1222,Retail Storefront,A,YES,90,P1 - URGENT
242571,29,139,Full Price,0.0,0.0,15.09,2025-09-25,0.1759784358283345,0.0251397765469049,0.3051285766293646,0.1,3.0512857662936463,1.3320356472396826,0.1759784358283345,1.508014083068017,0.0,-1.508014083068017,CRITICAL,URGENT REPLENISHMENT,2.0,15.09,15.09,PROD-123292,PROD-102560 SEG-500349 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Equilibrium,SEG-500349 Scholar Footwear Trailblazer Equilibrium,STR-1350,Retail Storefront,A,YES,90,P1 - URGENT
146184,24,2131,Full Price,0.0,0.0,14.68,2026-04-10,0.5297451095359786,0.0756778727908541,0.1825741858350553,0.0333333333333333,5.47722557505166,0.7970257210404188,0.5297451095359786,1.3267708305763974,0.0,-1.3267708305763974,CRITICAL,URGENT REPLENISHMENT,2.0,14.68,14.68,PROD-181887,PROD-152291 SEG-512268 Scholar Footwear Trailblazer Zephyr,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Zephyr,SEG-512268 Scholar Footwear Trailblazer Zephyr,STR-1109,Retail Storefront,A,YES,90,P1 - URGENT
144042,25,1583,Full Price,0.0,0.0,14.2,2025-12-14,0.111288210121933,0.0158983157317047,0.0,0.0,0.0,0.0,0.1112882101219331,0.1112882101219331,0.0,-0.1112882101219331,CRITICAL,URGENT REPLENISHMENT,1.0,14.2,14.2,PROD-170535,PROD-179965 SEG-518122 Scholar Footwear Trailblazer Varied,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Varied,SEG-518122 Scholar Footwear Trailblazer Varied,STR-1026,Retail Storefront,A,YES,90,P1 - URGENT
65580,15,137,Full Price,0.0,0.0,13.73,2025-12-09,0.117382025291533,0.0167688607559332,0.0,0.0,0.0,0.0,0.117382025291533,0.117382025291533,0.0,-0.117382025291533,CRITICAL,URGENT REPLENISHMENT,1.0,13.73,13.73,PROD-123290,PROD-102558 SEG-500349 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Equilibrium,SEG-500349 Scholar Footwear Trailblazer Equilibrium,STR-1203,Retail Storefront,A,YES,90,P1 - URGENT
152712,7,139,Full Price,0.0,0.0,13.44,2025-08-07,0.3067698560512608,0.0438242651501801,0.1825741858350553,0.0333333333333333,5.477225575051661,0.7970257210404188,0.3067698560512608,1.1037955770916796,0.0,-1.1037955770916796,CRITICAL,URGENT REPLENISHMENT,2.0,13.44,13.44,PROD-123292,PROD-102560 SEG-500349 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Equilibrium,SEG-500349 Scholar Footwear Trailblazer Equilibrium,STR-1148,Retail Storefront,A,YES,90,P1 - URGENT
213566,9,2126,Full Price,0.0,0.0,13.38,2026-04-04,0.2126790086945522,0.0303827155277931,0.1825741858350553,0.0333333333333333,5.477225575051661,0.7970257210404188,0.2126790086945522,1.009704729734971,0.0,-1.009704729734971,CRITICAL,URGENT REPLENISHMENT,2.0,13.38,13.38,PROD-181879,PROD-152308 SEG-512269 Scholar Footwear Trailblazer Zephyr,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Zephyr,SEG-512269 Scholar Footwear Trailblazer Zephyr,STR-1074,Retail Storefront,A,YES,90,P1 - URGENT
272146,21,138,Full Price,0.0,0.0,13.37,2025-09-28,0.1556840045243326,0.0222405720749046,0.1825741858350553,0.0333333333333333,5.477225575051661,0.7970257210404188,0.1556840045243326,0.9527097255647514,0.0,-0.9527097255647514,CRITICAL,URGENT REPLENISHMENT,1.0,13.37,13.37,PROD-123291,PROD-102559 SEG-500349 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Equilibrium,SEG-500349 Scholar Footwear Trailblazer Equilibrium,STR-1107,Retail Storefront,A,YES,90,P1 - URGENT
129299,3,140,Full Price,0.0,0.0,13.21,2025-08-18,0.1782084062846756,0.0254583437549536,0.0,0.0,0.0,0.0,0.1782084062846756,0.1782084062846756,0.0,-0.1782084062846756,CRITICAL,URGENT REPLENISHMENT,1.0,13.21,13.21,PROD-123293,PROD-102561 SEG-500349 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Equilibrium,SEG-500349 Scholar Footwear Trailblazer Equilibrium,STR-1145,Retail Storefront,A,YES,90,P1 - URGENT
168042,11,310,Full Price,0.0,0.0,12.74,2026-04-11,0.0858353105460941,0.0122621872208705,0.0,0.0,0.0,0.0,0.0858353105460941,0.0858353105460941,0.0,-0.0858353105460941,CRITICAL,URGENT REPLENISHMENT,1.0,12.74,12.74,PROD-143373,PROD-179672 SEG-518086 Femme Footwear Court Casual Trident,Femme Footwear,Femme Footwear Court Casual,Femme Footwear Court Casual Trident,SEG-518086 Femme Footwear Court Casual Trident,STR-1010,Retail Storefront,A,YES,90,P1 - URGENT
43010,21,137,Full Price,0.0,0.0,12.52,2025-08-24,0.2321567872540694,0.0331652553220099,0.2537081317024624,0.0666666666666666,3.805621975536937,1.1075602264312372,0.2321567872540694,1.3397170136853065,0.0,-1.3397170136853065,CRITICAL,URGENT REPLENISHMENT,2.0,12.52,12.52,PROD-123290,PROD-102558 SEG-500349 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Equilibrium,SEG-500349 Scholar Footwear Trailblazer Equilibrium,STR-1107,Retail Storefront,A,YES,90,P1 - URGENT
265494,12,113,Full Price,0.0,0.0,12.34,2025-12-19,0.2530010571486747,0.0361430081640963,0.0,0.0,0.0,0.0,0.2530010571486747,0.2530010571486747,0.0,-0.2530010571486747,CRITICAL,URGENT REPLENISHMENT,1.0,12.34,12.34,PROD-118968,PROD-138468 SEG-508729 Scholar Footwear Modern Legend Summit,Scholar Footwear,Scholar Footwear Modern Legend,Scholar Footwear Modern Legend Summit,SEG-508729 Scholar Footwear Modern Legend Summit,STR-1038,Retail Storefront,A,YES,90,P1 - URGENT
180673,16,1933,Full Price,0.0,0.0,12.09,2026-03-28,0.1006482701734569,0.0143783243104938,0.0,0.0,0.0,0.0,0.1006482701734569,0.1006482701734569,0.0,-0.1006482701734569,CRITICAL,URGENT REPLENISHMENT,1.0,12.09,12.09,PROD-176441,PROD-178972 SEG-518011 Femme Footwear Trailblazer Varied,Femme Footwear,Femme Footwear Trailblazer,Femme Footwear Trailblazer Varied,SEG-518011 Femme Footwear Trailblazer Varied,STR-1105,Retail Storefront,A,YES,90,P1 - URGENT
90405,7,488,Full Price,0.0,0.0,11.67,2025-12-26,0.1676386432241291,0.023948377603447,0.2537081317024624,0.0666666666666666,3.805621975536937,1.1075602264312372,0.1676386432241291,1.2751988696553662,0.0,-1.2751988696553662,CRITICAL,URGENT REPLENISHMENT,2.0,11.67,11.67,PROD-152241,PROD-107893 SEG-501566 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Equilibrium,SEG-501566 Scholar Footwear Trailblazer Equilibrium,STR-1148,Retail Storefront,A,YES,90,P1 - URGENT
52754,17,1580,Full Price,0.0,0.0,10.97,2025-12-03,0.056139877537147,0.0080199825053067,0.0,0.0,0.0,0.0,0.056139877537147,0.056139877537147,0.0,-0.056139877537147,CRITICAL,URGENT REPLENISHMENT,1.0,10.97,10.97,PROD-170532,PROD-179962 SEG-518122 Scholar Footwear Trailblazer Varied,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Varied,SEG-518122 Scholar Footwear Trailblazer Varied,STR-1198,Retail Storefront,A,YES,90,P1 - URGENT
283604,29,140,Full Price,0.0,0.0,10.55,2025-08-24,0.122913253273397,0.0175590361819138,0.0,0.0,0.0,0.0,0.1229132532733969,0.1229132532733969,0.0,-0.1229132532733969,CRITICAL,URGENT REPLENISHMENT,1.0,10.55,10.55,PROD-123293,PROD-102561 SEG-500349 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Equilibrium,SEG-500349 Scholar Footwear Trailblazer Equilibrium,STR-1350,Retail Storefront,A,YES,90,P1 - URGENT
239056,26,1584,Full Price,0.0,0.0,10.37,2025-12-17,0.1965226323151795,0.0280746617593113,0.1825741858350553,0.0333333333333333,5.477225575051661,0.7970257210404188,0.1965226323151795,0.9935483533555984,0.0,-0.9935483533555984,CRITICAL,URGENT REPLENISHMENT,1.0,10.37,10.37,PROD-170536,PROD-179966 SEG-518122 Scholar Footwear Trailblazer Varied,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Varied,SEG-518122 Scholar Footwear Trailblazer Varied,STR-1305,Retail Storefront,A,YES,90,P1 - URGENT
139633,8,1089,Full Price,0.0,0.0,10.19,2025-08-09,0.5107820420565763,0.0729688631509394,0.3051285766293647,0.1,3.051285766293647,1.3320356472396833,0.5107820420565763,1.84281768929626,0.0,-1.84281768929626,CRITICAL,URGENT REPLENISHMENT,2.0,10.19,10.19,PROD-165962,PROD-149192 SEG-511431 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Equilibrium,SEG-511431 Scholar Footwear Trailblazer Equilibrium,STR-1006,Retail Storefront,A,YES,90,P1 - URGENT
280842,4,599,Full Price,0.0,0.0,10.17,2025-12-09,0.1107446491076736,0.015820664158239,0.0,0.0,0.0,0.0,0.1107446491076736,0.1107446491076736,0.0,-0.1107446491076736,CRITICAL,URGENT REPLENISHMENT,1.0,10.17,10.17,PROD-156688,PROD-103978 SEG-500562 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Equilibrium,SEG-500562 Scholar Footwear Trailblazer Equilibrium,STR-1229,Retail Storefront,A,YES,90,P1 - URGENT
110485,15,256,Full Price,0.0,0.0,10.12,2025-12-20,0.1883515045140993,0.0269073577877284,0.1825741858350553,0.0333333333333333,5.477225575051661,0.7970257210404188,0.1883515045140993,0.985377225554518,0.0,-0.985377225554518,CRITICAL,URGENT REPLENISHMENT,1.0,10.12,10.12,PROD-139830,PROD-138297 SEG-508706 Scholar Footwear Modern Legend Summit,Scholar Footwear,Scholar Footwear Modern Legend,Scholar Footwear Modern Legend Summit,SEG-508706 Scholar Footwear Modern Legend Summit,STR-1203,Retail Storefront,A,YES,90,P1 - URGENT
255315,20,1092,Full Price,0.0,0.0,9.82,2025-09-18,0.0670480544264799,0.0095782934894971,0.0,0.0,0.0,0.0,0.0670480544264799,0.0670480544264799,0.0,-0.0670480544264799,CRITICAL,URGENT REPLENISHMENT,1.0,9.82,9.82,PROD-165965,PROD-149195 SEG-511431 Scholar Footwear Trailblazer Equilibrium,Scholar Footwear,Scholar Footwear Trailblazer,Scholar Footwear Trailblazer Equilibrium,SEG-511431 Scholar Footwear Trailblazer Equilibrium,STR-1114,Retail Storefront,A,YES,90,P1 - URGENT
