sales_date,store_key,store_id,store_type,product_key,product_no,product_description,product_division,product_category,product_subcategory,product_segment,gross_units_sold,returned_units,net_units_sold,gross_revenue,returned_revenue,net_revenue,transactions,year,month,quarter,day_of_week,day_of_month,week_of_year,is_weekend,return_rate,revenue_return_rate,lag_1,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,demand_cv_7,demand_cv_30,product_avg_demand,store_avg_demand,target_demand_7d
2026-03-25,8,STR-1006,Retail Storefront,38,PROD-100803,PROD-102577 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,3,1,2,25,13,0,0.0,0.0,3.0,1.0,1.0,1.0,1.5714285714285714,0.9759000729485331,1.1428571428571428,0.8644378215075665,1.0666666666666667,0.5832922809856746,0.6210273191490665,0.54683651342407,1.0710059171597632,1.0706521739130435,9.0
2026-03-27,8,STR-1006,Retail Storefront,38,PROD-100803,PROD-102577 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,3,1,4,27,13,0,0.0,0.0,1.0,3.0,1.0,1.0,1.5714285714285714,0.9759000729485331,1.1428571428571428,0.8644378215075665,1.0666666666666667,0.5832922809856746,0.6210273191490665,0.54683651342407,1.0705882352941176,1.070460704607046,10.0
2026-03-28,8,STR-1006,Retail Storefront,38,PROD-100803,PROD-102577 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,2.0,0.0,2.0,180.0,0.0,180.0,2,2026,3,1,5,28,13,1,0.0,0.0,1.0,1.0,1.0,1.0,1.2857142857142858,0.7559289460184544,1.1428571428571428,0.8644378215075665,1.0666666666666667,0.5832922809856746,0.5879447357921311,0.54683651342407,1.0701754385964912,1.0702702702702702,12.0
2026-01-19,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,1,1,0,19,4,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9666666666666667,0.18257418583505536,0.0,0.1888698474155745,1.1121076233183858,1.0700934579439252,7.0
2026-02-02,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,2,1,0,2,6,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9666666666666667,0.18257418583505536,0.0,0.1888698474155745,1.1116071428571428,1.06993006993007,7.0
2026-02-05,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,2,1,3,5,6,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9666666666666667,0.18257418583505536,0.0,0.1888698474155745,1.1111111111111112,1.069767441860465,7.0
2026-02-06,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,2,1,4,6,6,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9666666666666667,0.18257418583505536,0.0,0.1888698474155745,1.1106194690265487,1.0696055684454757,9.0
2026-02-12,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,3.0,1.0,2.0,234.0,90.0,144.0,3,2026,2,1,3,12,7,0,0.3333333333333333,0.38461538461538464,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.1101321585903083,1.0694444444444444,10.0
2026-02-13,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,2.0,1.0,1.0,180.0,90.0,90.0,3,2026,2,1,4,13,7,0,0.5,0.5,3.0,1.0,1.0,1.0,1.2857142857142858,0.7559289460184545,1.1428571428571428,0.5345224838248488,1.0666666666666667,0.3651483716701107,0.5879447357921312,0.3423265984407288,1.118421052631579,1.073903002309469,11.0
2026-02-20,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,2.0,0.0,2.0,180.0,0.0,180.0,2,2026,2,1,4,20,8,0,0.0,0.0,2.0,1.0,1.0,1.0,1.4285714285714286,0.7867957924694432,1.2142857142857142,0.5789342235218394,1.1,0.4025778999364488,0.5507570547286103,0.36597990903313526,1.1222707423580787,1.076036866359447,11.0
2026-02-21,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,2,1,5,21,8,1,0.0,0.0,2.0,1.0,1.0,1.0,1.5714285714285714,0.7867957924694432,1.2857142857142858,0.6112498455021267,1.1333333333333333,0.43417248545530474,0.5006882315714639,0.38309336951938655,1.126086956521739,1.07816091954023,11.0
2026-02-24,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,2,1,1,24,9,0,0.0,0.0,1.0,1.0,1.0,1.0,1.5714285714285714,0.7867957924694432,1.2857142857142858,0.6112498455021267,1.1333333333333333,0.43417248545530474,0.5006882315714639,0.38309336951938655,1.1255411255411256,1.0779816513761469,11.0
2026-02-27,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,2,1,4,27,9,0,0.0,0.0,1.0,1.0,1.0,1.0,1.5714285714285714,0.7867957924694432,1.2857142857142858,0.6112498455021267,1.1333333333333333,0.43417248545530474,0.5006882315714639,0.38309336951938655,1.125,1.0778032036613272,12.0
2026-02-28,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,2.0,0.0,2.0,180.0,0.0,180.0,2,2026,2,1,5,28,9,1,0.0,0.0,1.0,1.0,1.0,1.0,1.5714285714285714,0.7867957924694432,1.2857142857142858,0.6112498455021267,1.1333333333333333,0.43417248545530474,0.5006882315714639,0.38309336951938655,1.1244635193133048,1.0776255707762556,10.0
2026-03-05,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,3,1,3,5,10,0,0.0,0.0,2.0,3.0,1.0,1.0,1.7142857142857142,0.7559289460184545,1.3571428571428572,0.633323693776651,1.1666666666666667,0.4611330373774141,0.4409585518440985,0.39525688918064067,1.1282051282051282,1.0797266514806378,9.0
2026-03-06,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,3,1,4,6,10,0,0.0,0.0,1.0,2.0,1.0,1.0,1.4285714285714286,0.5345224838248488,1.3571428571428572,0.633323693776651,1.1666666666666667,0.4611330373774141,0.37416573867739417,0.39525688918064067,1.127659574468085,1.0795454545454546,10.0
2026-03-14,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,3.0,0.0,3.0,270.0,0.0,270.0,3,2026,3,1,5,14,11,1,0.0,0.0,1.0,2.0,1.0,1.0,1.2857142857142858,0.48795003647426666,1.3571428571428572,0.633323693776651,1.1666666666666667,0.4611330373774141,0.3795166950355407,0.39525688918064067,1.1271186440677967,1.0793650793650793,11.0
2026-03-25,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,2.0,0.0,2.0,180.0,0.0,180.0,2,2026,3,1,2,25,13,0,0.0,0.0,3.0,1.0,1.0,1.0,1.4285714285714286,0.7867957924694432,1.5,0.75955452531275,1.2333333333333334,0.5683207771559355,0.5507570547286103,0.4608006301264342,1.1350210970464134,1.083710407239819,11.0
2026-03-28,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,3,1,5,28,13,1,0.0,0.0,2.0,1.0,1.0,1.0,1.5714285714285714,0.7867957924694432,1.5714285714285714,0.7559289460184546,1.2666666666666666,0.5832922809856749,0.5006882315714639,0.4604939060413223,1.138655462184874,1.0857787810383748,11.0
2026-04-01,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,76.5,0.0,76.5,1,2026,4,2,2,1,14,0,0.0,0.0,1.0,1.0,1.0,1.0,1.5714285714285714,0.7867957924694432,1.5714285714285714,0.7559289460184546,1.2666666666666666,0.5832922809856749,0.5006882315714639,0.4604939060413223,1.1380753138075315,1.0855855855855856,10.0
2026-04-02,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,4,2,3,2,14,0,0.0,0.0,1.0,2.0,1.0,1.0,1.5714285714285714,0.7867957924694432,1.5714285714285714,0.7559289460184546,1.2666666666666666,0.5832922809856749,0.5006882315714639,0.4604939060413223,1.1375,1.0853932584269663,11.0
2026-04-03,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,2.0,0.0,2.0,180.0,0.0,180.0,2,2026,4,2,4,3,14,0,0.0,0.0,1.0,1.0,3.0,1.0,1.4285714285714286,0.7867957924694432,1.5714285714285714,0.7559289460184546,1.2666666666666666,0.5832922809856749,0.5507570547286103,0.4604939060413223,1.1369294605809128,1.0852017937219731,12.0
2026-04-04,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,2.0,0.0,2.0,180.0,0.0,180.0,2,2026,4,2,5,4,14,1,0.0,0.0,2.0,1.0,2.0,1.0,1.5714285714285714,0.7867957924694432,1.5,0.650443635587991,1.3,0.5959634332684377,0.5006882315714639,0.45843341020649053,1.140495867768595,1.087248322147651,10.0
2026-04-05,8,STR-1006,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,4,2,6,5,14,1,0.0,0.0,2.0,3.0,2.0,1.0,1.7142857142857142,0.7559289460184545,1.5,0.650443635587991,1.3333333333333333,0.6064784348631228,0.4409585518440985,0.45485882614734213,1.1440329218106995,1.0892857142857142,9.0
2026-04-04,9,STR-1074,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,4,2,5,4,14,1,0.0,0.0,1.0,2.0,1.0,1.0,1.4285714285714286,0.9759000729485331,1.1428571428571428,0.7703288865196433,1.0666666666666667,0.5208304597621879,0.6831300510639732,0.48827855602705117,1.1345454545454545,0.9957983193277311,8.0
2026-04-09,9,STR-1074,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,4,2,3,9,15,0,0.0,0.0,1.0,2.0,0.0,1.0,1.2857142857142858,0.9511897312113419,1.1428571428571428,0.7703288865196433,1.0666666666666667,0.5208304597621879,0.7398142353865992,0.48827855602705117,1.1340579710144927,0.99581589958159,8.0
2026-04-11,9,STR-1074,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,4,2,5,11,15,1,0.0,0.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.8997354108424375,1.2142857142857142,0.6992932067530679,1.0666666666666667,0.5208304597621879,0.7872684844871328,0.48827855602705117,1.1335740072202165,0.9958333333333333,8.0
2026-04-19,9,STR-1074,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,4,2,6,19,16,1,0.0,0.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.8997354108424375,1.2142857142857142,0.6992932067530679,1.0666666666666667,0.5208304597621879,0.7872684844871328,0.48827855602705117,1.1330935251798562,0.995850622406639,9.0
2026-02-27,9,STR-1074,Retail Storefront,277,PROD-140871,PROD-100439 SEG-500064 Scholar Footwear Boot Collection Woodland,Scholar Footwear,Scholar Footwear Boot Collection,Scholar Footwear Boot Collection Woodland,SEG-500064 Scholar Footwear Boot Collection Woodland,0.0,1.0,-1.0,0.0,120.0,-120.0,1,2026,2,1,4,27,9,0,0.0,0.0,1.0,2.0,1.0,1.0,1.1428571428571428,0.6900655593423541,1.1428571428571428,0.5345224838248488,1.1333333333333333,0.43417248545530474,0.60380736442456,0.38309336951938655,1.135483870967742,0.9904306220095693,5.0
2026-03-07,12,STR-1038,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,3,1,5,7,10,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.2142857142857142,0.5789342235218394,1.0666666666666667,0.5208304597621878,0.0,0.48827855602705106,1.1243093922651934,1.046070460704607,8.0
2026-03-11,12,STR-1038,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,2.0,0.0,2.0,180.0,0.0,180.0,2,2026,3,1,2,11,11,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.2142857142857142,0.5789342235218394,1.0666666666666667,0.5208304597621878,0.0,0.48827855602705106,1.1239669421487604,1.045945945945946,8.0
2026-03-21,12,STR-1038,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,3,1,5,21,12,1,0.0,0.0,2.0,1.0,1.0,1.0,1.1428571428571428,0.37796447300922725,1.2857142857142858,0.6112498455021267,1.1,0.5477225575051661,0.33071891388307384,0.4979295977319691,1.1263736263736264,1.0485175202156334,8.0
2026-04-04,12,STR-1038,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,4,2,5,4,14,1,0.0,0.0,1.0,1.0,1.0,1.0,1.1428571428571428,0.37796447300922725,1.2857142857142858,0.6112498455021267,1.1,0.5477225575051661,0.33071891388307384,0.4979295977319691,1.126027397260274,1.0483870967741935,8.0
2026-04-09,12,STR-1038,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,4,2,3,9,15,0,0.0,0.0,1.0,1.0,1.0,0.0,1.1428571428571428,0.37796447300922725,1.2857142857142858,0.6112498455021267,1.1,0.5477225575051661,0.33071891388307384,0.4979295977319691,1.1256830601092895,1.0482573726541555,8.0
2026-04-11,12,STR-1038,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,4,2,5,11,15,1,0.0,0.0,1.0,1.0,2.0,1.0,1.1428571428571428,0.37796447300922725,1.2857142857142858,0.6112498455021267,1.1333333333333333,0.5074162634049248,0.33071891388307384,0.4477202324161102,1.125340599455041,1.0481283422459893,8.0
2026-04-17,12,STR-1038,Retail Storefront,40,PROD-100805,PROD-102578 SEG-500351 Scholar Footwear Flight Classic Zephyr,Scholar Footwear,Scholar Footwear Flight Classic,Scholar Footwear Flight Classic Zephyr,SEG-500351 Scholar Footwear Flight Classic Zephyr,1.0,0.0,1.0,90.0,0.0,90.0,1,2026,4,2,4,17,16,0,0.0,0.0,1.0,1.0,3.0,1.0,1.1428571428571428,0.37796447300922725,1.2142857142857142,0.5789342235218394,1.1333333333333333,0.5074162634049248,0.33071891388307384,0.4477202324161102,1.125,1.048,8.0
